date,lost0.01_atr0.1,lost0.01_atr0.2,lost0.01_atr0.3,lost0.01_atr0.4,lost0.01_atr0.5,lost0.01_atr0.6,lost0.01_atr0.7,lost0.01_atr0.8,lost0.01_atr0.9,lost0.01_atr1.0,lost0.01_atr1.1,lost0.01_atr1.2,lost0.01_atr1.3,lost0.01_atr1.4,lost0.01_atr1.5,lost0.01_atr1.6,lost0.01_atr1.7,lost0.01_atr1.8,lost0.01_atr1.9,lost0.02_atr0.1,lost0.02_atr0.2,lost0.02_atr0.3,lost0.02_atr0.4,lost0.02_atr0.5,lost0.02_atr0.6,lost0.02_atr0.7,lost0.02_atr0.8,lost0.02_atr0.9,lost0.02_atr1.0,lost0.02_atr1.1,lost0.02_atr1.2,lost0.02_atr1.3,lost0.02_atr1.4,lost0.02_atr1.5,lost0.02_atr1.6,lost0.02_atr1.7,lost0.02_atr1.8,lost0.02_atr1.9,lost0.03_atr0.1,lost0.03_atr0.2,lost0.03_atr0.3,lost0.03_atr0.4,lost0.03_atr0.5,lost0.03_atr0.6,lost0.03_atr0.7,lost0.03_atr0.8,lost0.03_atr0.9,lost0.03_atr1.0,lost0.03_atr1.1,lost0.03_atr1.2,lost0.03_atr1.3,lost0.03_atr1.4,lost0.03_atr1.5,lost0.03_atr1.6,lost0.03_atr1.7,lost0.03_atr1.8,lost0.03_atr1.9,lost0.04_atr0.1,lost0.04_atr0.2,lost0.04_atr0.3,lost0.04_atr0.4,lost0.04_atr0.5,lost0.04_atr0.6,lost0.04_atr0.7,lost0.04_atr0.8,lost0.04_atr0.9,lost0.04_atr1.0,lost0.04_atr1.1,lost0.04_atr1.2,lost0.04_atr1.3,lost0.04_atr1.4,lost0.04_atr1.5,lost0.04_atr1.6,lost0.04_atr1.7,lost0.04_atr1.8,lost0.04_atr1.9,lost0.05_atr0.1,lost0.05_atr0.2,lost0.05_atr0.3,lost0.05_atr0.4,lost0.05_atr0.5,lost0.05_atr0.6,lost0.05_atr0.7,lost0.05_atr0.8,lost0.05_atr0.9,lost0.05_atr1.0,lost0.05_atr1.1,lost0.05_atr1.2,lost0.05_atr1.3,lost0.05_atr1.4,lost0.05_atr1.5,lost0.05_atr1.6,lost0.05_atr1.7,lost0.05_atr1.8,lost0.05_atr1.9
2017-01-19,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.013144646433353557,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.015335420838912484,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.016430808041691947,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067,0.03943393930006067
2017-01-20,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.05661044673843052,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.0653197462366506,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.06967439598576064,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152,0.16547669046618152
2017-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-24,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.08137820230654347,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09222862928074926,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.09765384276785216,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217,0.2278589664583217
2017-01-25,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.01733705467082558,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.019504186504678778,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.020587752421605376,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345,-0.047676900344770345
2017-01-26,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.12852540924331213,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.14364604562487826,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.15120636381566133,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105,0.34777463677602105
2017-02-03,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.13506459611118515,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.1500717734568724,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.157575362129716,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374,-0.36017225629649374
2017-02-06,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.10263405868560271,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.113437643810403,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.11883943637280314,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714,0.27008962812000714
2017-02-07,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.021360302531632236,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02349633278479546,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.02456434791137707,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381,-0.05553678658224381
2017-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-09,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.023521454053522017,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.025659768058387655,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.026728925060820474,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786,0.05987279213623786
2017-02-10,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.049379352434093526,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05367320916749296,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.05582013753419268,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368,0.12452184526858368
2017-02-13,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.20592457262168473,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.2230849536734918,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.23166514419939532,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118,0.5148114315542118
2017-02-14,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.026686074721007924,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.028820960698688558,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.029888403687528875,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965,-0.06618146530809965
2017-02-15,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.13835459706841347,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.14899725838136835,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.1543185890378458,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562,0.3405651620145562
